title,year,country,genres,director,cast,overview
The Crazies,2010,"['United Arab Emirates', 'United States of America']","['Mystery', 'Horror', 'Action']",Breck Eisner,"['Timothy Olyphant', 'Radha Mitchell', 'Joe Anderson', 'Danielle Panabaker', 'Joe Reegan']",Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.
Prince of Persia: The Sands of Time,2010,['United States of America'],"['Adventure', 'Fantasy', 'Action']",Mike Newell,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina', 'Steve Toussaint']","A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world."
Predators,2010,['United States of America'],"['Science Fiction', 'Action', 'Thriller']",Nimród Antal,"['Adrien Brody', 'Topher Grace', 'Alice Braga', 'Walton Goggins', 'Oleg Taktarov']",A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.
Hotarubi no Mori e,2011,['Japan'],"['Romance', 'Animation', 'Fantasy']",Takahiro Omori,"['Izumi Sawada', 'Hayato Taya', 'Ayane Sakura', 'Koki Uchiyama', 'Shinpachi Tsuji']","One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits..."
The Intouchables,2011,['France'],"['Drama', 'Comedy']",Olivier Nakache,"['François Cluzet', 'Omar Sy', 'Anne Le Ny', 'Audrey Fleurot', 'Joséphine de Meaux']",A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.
The Help,2011,['United States of America'],['Drama'],Tate Taylor,"['Emma Stone', 'Viola Davis', 'Bryce Dallas Howard', 'Octavia Spencer', 'Jessica Chastain']","Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines."
Harry Potter and the Deathly Hallows: Part 2,2011,"['United Kingdom', 'United States of America']","['Fantasy', 'Adventure']",David Yates,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Ralph Fiennes', 'Alan Rickman']","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills."
Kill Bill: The Whole Bloody Affair,2011,"['Japan', 'United States of America']","['Action', 'Crime', 'Thriller']",Quentin Tarantino,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Michael Madsen', 'Daryl Hannah']","Quentin Tarantino’s complete cut combining Kill Bill: Vol. 1 and Vol. 2 follows The Bride, a former assassin who awakens from a four-year coma after being shot by her mentor and lover, Bill. She embarks on a vengeful quest to eliminate Bill and the Deadly Viper Assassination Squad who betrayed her."
A Separation,2011,"['France', 'Iran']",['Drama'],Asghar Farhadi,"['Leila Hatami', 'Payman Maadi', 'Sareh Bayat', 'Sarina Farhadi', 'Shahab Hosseini']",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.
Warrior,2011,['United States of America'],"['Drama', 'Action']",Gavin O'Connor,"['Joel Edgerton', 'Tom Hardy', 'Nick Nolte', 'Jennifer Morrison', 'Frank Grillo']","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother."
Polisse,2011,['France'],"['Drama', 'Crime']",Maïwenn,"['Frédéric Pierrot', 'JoeyStarr', 'Nicolas Duvauchelle', 'Karin Viard', 'Naidra Ayadi']","Paris, France. Fred and his colleagues, members of the BPM, the Police Child Protection Unit, dedicated to pursuing all sorts of offenses committed against the weakest, must endure the scrutiny of Melissa, a photographer commissioned to graphically document the daily routine of the team."
Detachment,2011,['United States of America'],['Drama'],Tony Kaye,"['Adrien Brody', 'Marcia Gay Harden', 'James Caan', 'Christina Hendricks', 'Lucy Liu']","A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment."
Drive,2011,['United States of America'],"['Drama', 'Thriller', 'Crime']",Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks', 'Oscar Isaac']","Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery."
We Need to Talk About Kevin,2011,"['United Kingdom', 'United States of America']","['Drama', 'Thriller']",Lynne Ramsay,"['Tilda Swinton', 'John C. Reilly', 'Ezra Miller', 'Jasper Newell', 'Rock Duer']","After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager."
From Up on Poppy Hill,2011,['Japan'],"['Animation', 'Drama']",Goro Miyazaki,"['Masami Nagasawa', 'Junichi Okada', 'Keiko Takeshita', 'Yuriko Ishida', 'Rumi Hiiragi']","Yokohama, 1963. Japan is picking itself up from the devastation of World War II and preparing to host the 1964 Olympics—and the mood is one of both optimism and conflict as the young generation struggles to throw off the shackles of a troubled past. Against this backdrop of hope and change, a friendship begins to blossom between high school students Umi and Shun—but a buried secret from their past emerges to cast a shadow on the future and pull them apart."
Midnight in Paris,2011,"['France', 'Spain', 'United States of America']","['Fantasy', 'Comedy', 'Romance']",Woody Allen,"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates', 'Kurt Fuller', 'Adrien Brody']","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
The Skin I Live In,2011,['Spain'],"['Drama', 'Horror', 'Mystery', 'Thriller']",Pedro Almodóvar,"['Antonio Banderas', 'Elena Anaya', 'Marisa Paredes', 'Jan Cornet', 'Roberto Álamo']",A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.
The Artist,2011,"['Belgium', 'France']","['Drama', 'Comedy', 'Romance']",Michel Hazanavicius,"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell', 'Penelope Ann Miller']","Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break."
Lemonade Mouth,2011,['United States of America'],"['Drama', 'Comedy', 'Music', 'TV Movie']",Patricia Riggen,"['Bridgit Mendler', 'Adam Hicks', 'Hayley Kiyoko', 'Naomi Scott', 'Blake Michael']","When five ragtag freshman first meet in detention, it seems they have nothing in common. But, through music, they form an unbreakable bond and discover they have the makings of the greatest high school garage band in history! In the face of incredible odds, Olivia, Stella, Wen, Mohini and Charlie find they can make a real difference when they learn to lean on each other and let go of everything holding back their dreams."
One Day,2011,"['United Kingdom', 'United States of America']","['Drama', 'Romance']",Lone Scherfig,"['Anne Hathaway', 'Jim Sturgess', 'Tom Mison', 'Jodie Whittaker', 'Rafe Spall']","A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together."
The Girl with the Dragon Tattoo,2011,"['Sweden', 'United States of America']","['Thriller', 'Crime', 'Mystery']",David Fincher,"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård', 'Robin Wright']","Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined."
Submarine,2011,"['United Kingdom', 'United States of America']","['Drama', 'Comedy', 'Romance']",Richard Ayoade,"['Noah Taylor', 'Paddy Considine', 'Craig Roberts', 'Yasmin Paige', 'Sally Hawkins']","15-year-old deep-thinking Welsh schoolboy Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana."
Rise of the Planet of the Apes,2011,"['United Kingdom', 'United States of America']","['Thriller', 'Action', 'Drama', 'Science Fiction']",Rupert Wyatt,"['Andy Serkis', 'James Franco', 'Freida Pinto', 'John Lithgow', 'Brian Cox']","A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him."
Source Code,2011,"['Canada', 'United States of America', 'France']","['Thriller', 'Science Fiction', 'Mystery']",Duncan Jones,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright', 'Michael Arden']","When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train."
War Horse,2011,"['India', 'United States of America', 'United Kingdom']","['War', 'History', 'Adventure']",Steven Spielberg,"['Jeremy Irvine', 'Peter Mullan', 'Emily Watson', 'Niels Arestrup', 'David Thewlis']","On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home."
X-Men: First Class,2011,['United States of America'],"['Action', 'Science Fiction', 'Adventure']",Matthew Vaughn,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Rose Byrne', 'Kevin Bacon']","Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known."
The Hidden Face,2011,"['Colombia', 'Spain']","['Thriller', 'Mystery']",Andrés Baiz,"['Quim Gutiérrez', 'Martina García', 'Clara Lago', 'Alexandra Stewart', 'María Soledad Rodríguez']",A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.
Moneyball,2011,['United States of America'],['Drama'],Bennett Miller,"['Brad Pitt', 'Jonah Hill', 'Philip Seymour Hoffman', 'Robin Wright', 'Chris Pratt']","The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players."
"Crazy, Stupid, Love.",2011,['United States of America'],"['Comedy', 'Drama', 'Romance']",Glenn Ficarra,"['Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone', 'Lio Tipton']","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies."
Batman: Year One,2011,['United States of America'],"['Action', 'Animation', 'Crime', 'Thriller']",Sam Liu,"['Ben McKenzie', 'Bryan Cranston', 'Eliza Dushku', 'Jon Polito', 'Alex Rocco']",A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.
Fast Five,2011,['United States of America'],"['Action', 'Thriller', 'Crime']",Justin Lin,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris']","Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom."
Headhunters,2011,"['Germany', 'Denmark', 'Norway', 'Sweden']","['Thriller', 'Crime', 'Action']",Morten Tyldum,"['Aksel Hennie', 'Synnøve Macody Lund', 'Nikolaj Coster-Waldau', 'Julie R. Ølgaard', 'Kyrre Haugen Sydness']",An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.
Jane Eyre,2011,"['United Kingdom', 'United States of America']","['Drama', 'Romance']",Cary Joji Fukunaga,"['Mia Wasikowska', 'Michael Fassbender', 'Jamie Bell', 'Sally Hawkins', 'Simon McBurney']","After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meets the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?"
The Lincoln Lawyer,2011,['United States of America'],"['Crime', 'Drama', 'Thriller']",Brad Furman,"['Matthew McConaughey', 'Ryan Phillippe', 'William H. Macy', 'Marisa Tomei', 'Josh Lucas']","Mick Haller is a charismatic defense attorney who does business out of his Lincoln Continental sedan. Mick spends most of his time defending petty crooks and other bottom-feeders, so it comes as quite a surprise when he lands the case of a lifetime: defending a Beverly Hills playboy who is accused of attempted murder. However, what Mick initially thinks is an open-and-shut case with a big monetary reward develops into something more sinister."
Limitless,2011,['United States of America'],"['Thriller', 'Mystery', 'Science Fiction']",Neil Burger,"['Bradley Cooper', 'Robert De Niro', 'Abbie Cornish', 'Andrew Howard', 'Anna Friel']",The life of an unsuccessful writer is transformed by a top-secret 'smart drug' that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life.
50/50,2011,['United States of America'],"['Comedy', 'Drama']",Jonathan Levine,"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard', 'Philip Baker Hall']","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
Hugo,2011,"['United Kingdom', 'United States of America']","['Adventure', 'Drama', 'Family']",Martin Scorsese,"['Asa Butterfield', 'Ben Kingsley', 'Chloë Grace Moretz', 'Sacha Baron Cohen', 'Ray Winstone']","Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home."
Carnage,2011,"['France', 'Germany', 'Poland', 'Spain', 'United States of America']","['Comedy', 'Drama']",Roman Polanski,"['Jodie Foster', 'Kate Winslet', 'Christoph Waltz', 'John C. Reilly', 'Elvis Polanski']","Two pairs of parents hold a cordial meeting after their sons are involved in a fight, though as their time together progresses, increasingly childish behavior throws the discussion into chaos."
Melancholia,2011,"['Denmark', 'France', 'Germany', 'Sweden']","['Drama', 'Science Fiction']",Lars von Trier,"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland', 'Alexander Skarsgård', 'Cameron Spurr']",Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.
Sherlock Holmes: A Game of Shadows,2011,['United States of America'],"['Adventure', 'Action', 'Crime', 'Mystery']",Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Noomi Rapace', 'Jared Harris', 'Rachel McAdams']","There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective."
Mission: Impossible - Ghost Protocol,2011,['United States of America'],"['Action', 'Thriller', 'Adventure']",Brad Bird,"['Tom Cruise', 'Paula Patton', 'Simon Pegg', 'Jeremy Renner', 'Michael Nyqvist']","Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster."
Real Steel,2011,"['United States of America', 'India']","['Action', 'Science Fiction', 'Drama']",Shawn Levy,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly', 'Kevin Durand', 'Anthony Mackie']","Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender."
Sleep Tight,2011,['Spain'],"['Thriller', 'Horror']",Jaume Balagueró,"['Luis Tosar', 'Marta Etura', 'Alberto San Juan', 'Petra Martínez', 'Iris Almeida']","César, an unhappy concierge, maintains a peculiar relationship with the very diverse inhabitants of the upper-class apartment building where he works in Barcelona."
Kung Fu Panda 2,2011,['United States of America'],"['Animation', 'Family', 'Comedy']",Jennifer Yuh Nelson,"['Jack Black', 'Angelina Jolie', 'Dustin Hoffman', 'Gary Oldman', 'Jackie Chan']","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past."
Take Shelter,2011,['United States of America'],"['Thriller', 'Drama', 'Horror']",Jeff Nichols,"['Michael Shannon', 'Jessica Chastain', 'Shea Whigham', 'Tova Stewart', 'Katy Mixon']","Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself."
Soul Surfer,2011,['United States of America'],"['Family', 'Drama']",Sean McNamara,"['AnnaSophia Robb', 'Helen Hunt', 'Dennis Quaid', 'Carrie Underwood', 'Kevin Sorbo']","The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith."
Captain America: The First Avenger,2011,['United States of America'],"['Action', 'Adventure', 'Science Fiction']",Joe Johnston,"['Chris Evans', 'Hayley Atwell', 'Sebastian Stan', 'Tommy Lee Jones', 'Hugo Weaving']","During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination."
This Must Be the Place,2011,"['Italy', 'France', 'Ireland']",['Drama'],Paolo Sorrentino,"['Sean Penn', 'Olwen Fouéré', 'Eve Hewson', 'Johnny Ward', 'Sam Keeley']","A bored, retired rock star sets out to find his father's tormentor, an ex-Nazi war criminal who is a refugee in the U.S."
Extremely Loud & Incredibly Close,2011,['United States of America'],['Drama'],Stephen Daldry,"['Tom Hanks', 'Sandra Bullock', 'Thomas Horn', 'Viola Davis', 'John Goodman']","A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock."
The Guard,2011,"['Ireland', 'United Kingdom', 'United States of America']","['Action', 'Comedy', 'Thriller', 'Crime']",John Michael McDonagh,"['Brendan Gleeson', 'Don Cheadle', 'Liam Cunningham', 'Mark Strong', 'Katarina Čas']","When a small-town Irish cop with a crass personality is partnered with a straight-laced FBI agent to bust an international drug-trafficking ring, they must settle their differences in order to take down a dangerous gang."
In Time,2011,['United States of America'],"['Action', 'Thriller', 'Science Fiction']",Andrew Niccol,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy', 'Olivia Wilde', 'Alex Pettyfer']","In the not-too-distant future, the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest struggle to negotiate for their immortality. A poor young man who suddenly comes into a fortune of time finds himself on the run from a corrupt police force known as the ""time keepers""."
Water for Elephants,2011,['United States of America'],"['Drama', 'Romance']",Francis Lawrence,"['Robert Pattinson', 'Reese Witherspoon', 'Christoph Waltz', 'Paul Schneider', 'Jim Norton']","In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena."
Insidious,2011,"['Canada', 'United States of America']","['Horror', 'Thriller']",James Wan,"['Patrick Wilson', 'Rose Byrne', 'Lin Shaye', 'Ty Simpkins', 'Barbara Hershey']","A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought."
Shame,2011,"['Canada', 'United Kingdom']",['Drama'],Steve McQueen,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale', 'Nicole Beharie', 'Lucy Walters']","Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control."
The Adventures of Tintin,2011,"['New Zealand', 'United States of America']","['Adventure', 'Animation', 'Mystery']",Steven Spielberg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Nick Frost', 'Simon Pegg']","Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse."
A Monster in Paris,2011,"['France', 'Belgium']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Bibo Bergeron,"['Vanessa Paradis', 'Matthieu Chedid', 'Gad Elmaleh', 'François Cluzet', 'Ludivine Sagnier']","Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief."
Rango,2011,"['United States of America', 'United Kingdom']","['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",Gore Verbinski,"['Johnny Depp', 'Isla Fisher', 'Ned Beatty', 'Bill Nighy', 'Abigail Breslin']","When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt."
Perfect Sense,2011,"['Germany', 'United Kingdom', 'Sweden', 'Denmark']","['Drama', 'Science Fiction', 'Romance']",David Mackenzie,"['Ewan McGregor', 'Eva Green', 'Ewen Bremner', 'Stephen Dillane', 'Denis Lawson']","In Glasgow, Scotland, while a mysterious pandemic begins to spread around the world, Susan, a brilliant epidemiologist, falls in love with Michael, a skillful cook."
Margin Call,2011,['United States of America'],"['Thriller', 'Drama']",J.C. Chandor,"['Kevin Spacey', 'Zachary Quinto', 'Paul Bettany', 'Jeremy Irons', 'Simon Baker']",A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.
Beginners,2011,"['Canada', 'United States of America']","['Drama', 'Romance', 'Comedy']",Mike Mills,"['Ewan McGregor', 'Christopher Plummer', 'Mélanie Laurent', 'Goran Višnjić', 'Kai Lennox']","Oliver meets the irreverent and unpredictable Anna only months after his father Hal Fields has passed away. This new love floods Oliver with memories of his father, who, following the death of his wife of 44 years, came out of the closet at age 75 to live a full, energized, and wonderfully tumultuous gay life – which included a younger boyfriend."
The Descendants,2011,['United States of America'],"['Comedy', 'Drama']",Alexander Payne,"['George Clooney', 'Shailene Woodley', 'Amara Miller', 'Nick Krause', 'Patricia Hastie']","With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune."
We Bought a Zoo,2011,['United States of America'],"['Drama', 'Comedy', 'Family']",Cameron Crowe,"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church', 'Colin Ford', 'Maggie Elizabeth Jones']","Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble."
Super 8,2011,['United States of America'],"['Thriller', 'Science Fiction', 'Mystery']",J.J. Abrams,"['Joel Courtney', 'Elle Fanning', 'Riley Griffiths', 'Kyle Chandler', 'Noah Emmerich']","In late 1970s Ohio, a group of friends filming a homemade zombie movie witness a devastating train derailment. Soon after, their quiet town is gripped by unexplained disappearances, strange phenomena, and a growing sense of fear, as they uncover that something terrifying has been set loose."
The Adjustment Bureau,2011,['United States of America'],"['Science Fiction', 'Thriller', 'Romance']",George Nolfi,"['Matt Damon', 'Emily Blunt', 'John Slattery', 'Anthony Mackie', 'Michael Kelly']","A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved."
Thor,2011,['United States of America'],"['Adventure', 'Fantasy', 'Action']",Kenneth Branagh,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Anthony Hopkins', 'Stellan Skarsgård']","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."
Arthur Christmas,2011,"['United Kingdom', 'United States of America']","['Drama', 'Animation', 'Family', 'Comedy']",Sarah Smith,"['James McAvoy', 'Hugh Laurie', 'Bill Nighy', 'Jim Broadbent', 'Imelda Staunton']","For hundreds of years, the Claus family has delegated the title ""Santa"" to a chosen few of its members, which can be passed down upon retirement. Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in a one-night high-tech operation. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur Claus, the current Santa’s misfit son deemed ineligible for the title, who executes an unauthorised rookie mission to get the last present halfway around the globe before dawn on Christmas morning."
Rio,2011,['United States of America'],"['Animation', 'Adventure', 'Comedy', 'Family']",Carlos Saldanha,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jane Lynch', 'will.i.am']","Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda."
Monte Carlo,2011,['United States of America'],"['Adventure', 'Comedy', 'Romance']",Thomas Bezucha,"['Selena Gomez', 'Katie Cassidy', 'Leighton Meester', 'Cory Monteith', 'Andie MacDowell']",Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.
The Tree of Life,2011,['United States of America'],"['Drama', 'Fantasy']",Terrence Malick,"['Brad Pitt', 'Jessica Chastain', 'Hunter McCracken', 'Sean Penn', 'Fiona Shaw']","The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith."
Paul,2011,"['United Kingdom', 'United States of America', 'France']","['Adventure', 'Comedy', 'Science Fiction']",Greg Mottola,"['Simon Pegg', 'Nick Frost', 'Seth Rogen', 'Jason Bateman', 'Kristen Wiig']","For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run."
